date,nav,cash,mkt_val,positions
2023-06-29,408195.01,2439.58,405755.43,3
2023-06-30,416061.5,75.74,415985.77,3
2023-07-03,413527.19,1494.18,412033.02,3
2023-07-04,411088.97,75.09,411013.88,3
2023-07-05,404695.84,1030.22,403665.62,3
2023-07-06,401025.07,693.26,400331.81,3
2023-07-07,393373.63,434.82,392938.81,3
2023-07-10,397718.63,1074.75,396643.88,3
2023-07-11,397966.93,2350.1,395616.83,3
2023-07-12,391359.07,1783.66,389575.41,3
2023-07-13,397255.27,1032.39,396222.88,3
2023-07-14,401640.19,1417.18,400223.01,3
2023-07-17,395590.28,117.95,395472.33,3
2023-07-18,384443.68,373.39,384070.29,3
2023-07-19,396218.95,347.28,395871.68,3
2023-07-20,378862.89,670.09,378192.8,3
2023-07-21,375569.03,3513.84,372055.19,3
2023-07-24,379029.66,1703.95,377325.71,3
2023-07-25,382641.23,1228.36,381412.87,3
2023-07-26,374533.49,47.09,374486.4,3
2023-07-27,373235.56,540.62,372694.93,3
2023-07-28,386436.94,331.4,386105.54,3
2023-07-31,386353.56,250.29,386103.27,3
2023-08-01,387264.7,441.44,386823.26,3
2023-08-02,381715.86,1115.71,380600.14,3
2023-08-03,382376.31,157.29,382219.01,3
2023-08-04,394112.0,330.07,393781.93,3
2023-08-07,393363.11,73.41,393289.7,3
2023-08-08,392790.35,2971.86,389818.49,3
2023-08-09,385461.24,89.48,385371.76,3
2023-08-10,387075.36,89.48,386985.88,3
2023-08-11,377934.71,137872.99,240061.72,2
2023-08-14,384242.86,2557.07,381685.79,3
2023-08-15,382336.65,553.39,381783.25,3
2023-08-16,370726.01,126.74,370599.27,3
2023-08-17,379461.88,1059.91,378401.98,3
2023-08-18,365805.83,105.2,365700.63,3
2023-08-21,370937.22,213.12,370724.1,3
2023-08-22,386098.14,329.31,385768.83,3
2023-08-23,379792.62,582.39,379210.23,3
2023-08-24,380208.41,572.74,379635.67,3
2023-08-25,372573.3,335.31,372237.99,3
2023-08-28,366017.83,310.85,365706.97,3
2023-08-29,378037.98,1966.7,376071.28,3
2023-08-30,378305.4,127.75,378177.64,3
2023-08-31,381402.74,206.3,381196.44,3
2023-09-01,381011.05,206.3,380804.75,3
2023-09-04,382566.88,206.3,382360.58,3
2023-09-05,377515.44,329.21,377186.23,3
2023-09-06,380697.97,711.63,379986.34,3
2023-09-07,367913.18,117.0,367796.17,3
2023-09-08,366972.89,527.15,366445.73,3
2023-09-11,370039.45,527.15,369512.3,3
2023-09-12,380472.22,97.72,380374.5,3
2023-09-13,379077.32,138.63,378938.69,3
2023-09-14,376959.99,80.18,376879.8,3
2023-09-15,379144.28,207.27,378937.02,3
2023-09-18,372806.75,1.37,372805.38,3
2023-09-19,369210.04,2065.35,367144.69,3
2023-09-20,362671.86,230.92,362440.94,3
2023-09-21,365548.7,254.81,365293.9,3
2023-09-22,365800.37,1559.23,364241.14,3
2023-09-25,368655.84,805.72,367850.12,3
2023-09-26,369585.22,805.72,368779.5,3
2023-09-27,371121.71,20.15,371101.56,3
2023-09-28,377733.58,716.88,377016.7,3
2023-10-09,379736.06,100.66,379635.4,3
2023-10-10,377419.47,177.5,377241.97,3
2023-10-11,379612.39,1150.31,378462.09,3
2023-10-12,384908.3,85.13,384823.17,3
2023-10-13,378581.83,312.1,378269.73,3
2023-10-16,390982.99,530.78,390452.21,3
2023-10-17,392425.44,530.78,391894.66,3
2023-10-18,389968.29,530.78,389437.51,3
2023-10-19,374854.05,551.28,374302.76,3
2023-10-20,372289.74,1605.85,370683.89,3
2023-10-23,385567.03,1052.07,384514.97,3
2023-10-24,412516.81,225.86,412290.95,3
2023-10-25,406810.01,2887.95,403922.06,3
2023-10-26,407387.63,735.03,406652.6,3
2023-10-27,403777.03,193.79,403583.24,3
2023-10-30,403624.53,236.01,403388.52,3
2023-10-31,398711.84,714.57,397997.27,3
2023-11-01,396635.77,1060.25,395575.52,3
2023-11-02,393050.94,199.93,392851.02,3
2023-11-03,391007.47,824.18,390183.28,3
2023-11-06,403614.48,9.99,403604.49,3
2023-11-07,413120.3,744.65,412375.65,3
2023-11-08,421067.34,240.32,420827.02,3
2023-11-09,414799.23,1432.39,413366.85,3
2023-11-10,412853.37,15.69,412837.68,3
2023-11-13,412321.65,160.61,412161.04,3
2023-11-14,425296.45,12.44,425284.01,3
2023-11-15,423938.02,12.44,423925.59,3
2023-11-16,415634.63,4323.22,411311.41,3
2023-11-17,414935.69,3103.23,411832.47,3
2023-11-20,414257.9,612.73,413645.16,3
2023-11-21,395586.61,308.5,395278.11,3
2023-11-22,391518.02,1793.7,389724.32,3
2023-11-23,389674.64,581.7,389092.94,3
2023-11-24,387254.65,581.7,386672.95,3
2023-11-27,392264.37,10.7,392253.67,3
2023-11-28,382834.47,619.07,382215.4,3
2023-11-29,391592.03,79.48,391512.55,3
2023-11-30,387780.15,95.63,387684.52,3
2023-12-01,399686.86,2360.17,397326.69,3
2023-12-04,398936.16,675.8,398260.37,3
2023-12-05,394764.16,254.91,394509.25,3
2023-12-06,395180.8,548.24,394632.55,3
2023-12-07,403166.68,1689.23,401477.44,3
2023-12-08,406042.94,88.85,405954.1,3
2023-12-11,428155.99,1514.55,426641.44,3
2023-12-12,440000.58,563.11,439437.47,3
2023-12-13,428217.3,527.53,427689.76,3
2023-12-14,424389.24,10.6,424378.64,3
2023-12-15,425165.02,910.45,424254.57,3
2023-12-18,424835.9,169.9,424666.01,3
2023-12-19,425960.04,109.13,425850.91,3
2023-12-20,418504.68,172.56,418332.13,3
2023-12-21,417816.57,1214.44,416602.14,3
2023-12-22,411952.47,319.9,411632.56,3
2023-12-25,415350.58,2240.59,413109.99,3
2023-12-26,407440.22,295.82,407144.4,3
2023-12-27,414675.56,1323.14,413352.42,3
2023-12-28,404825.47,1343.83,403481.64,3
2023-12-29,427130.16,83.05,427047.11,3
