date,nav,cash,mkt_val,positions
2025-03-24,385464.74,254411.17,131053.57,1
2025-03-25,370802.7,128242.34,242560.36,2
2025-03-26,375824.82,129752.42,246072.41,2
2025-03-27,369521.16,249308.76,120212.4,1
2025-03-28,372364.18,249308.76,123055.42,1
2025-03-31,362110.54,2446.65,359663.89,3
2025-04-01,357937.51,121356.31,236581.19,2
2025-04-02,362690.27,1650.4,361039.86,3
2025-04-03,351964.24,240166.4,111797.84,1
2025-04-07,356187.39,356187.39,0.0,0
2025-04-08,364670.02,120882.77,243787.25,2
2025-04-09,364682.97,158.18,364524.79,3
2025-04-10,349890.08,160.82,349729.26,3
2025-04-11,354312.92,233856.92,120456.0,1
2025-04-14,350614.34,117568.61,233045.73,2
2025-04-15,352096.52,230912.52,121184.0,1
2025-04-16,348290.16,115698.16,232592.0,2
2025-04-17,349329.88,514.26,348815.62,3
2025-04-18,349635.63,122441.71,227193.93,2
2025-04-21,355318.45,375.75,354942.7,3
2025-04-22,353577.93,119003.33,234574.6,2
2025-04-23,347916.21,117918.88,229997.33,2
2025-04-24,346052.16,116702.8,229349.35,2
2025-04-25,346526.03,230492.03,116034.0,1
2025-04-28,347308.28,232393.28,114915.0,1
2025-04-29,356160.91,1196.78,354964.12,3
2025-04-30,358527.91,124103.31,234424.6,2
2025-05-06,369457.88,790.12,368667.76,3
2025-05-07,367505.61,126631.67,240873.94,2
2025-05-08,372198.61,617.22,371581.39,3
2025-05-09,364597.34,563.4,364033.94,3
2025-05-12,375926.37,563.4,375362.97,3
2025-05-13,370219.49,1481.48,368738.0,3
2025-05-14,368751.3,1481.48,367269.81,3
2025-05-15,364268.04,122069.34,242198.7,2
2025-05-16,370411.85,177.98,370233.87,3
2025-05-19,371674.97,398.56,371276.41,3
2025-05-20,372750.99,1980.23,370770.76,3
2025-05-21,365026.65,365026.65,0.0,0
2025-05-22,365026.65,365026.65,0.0,0
2025-05-23,363703.33,122119.28,241584.04,2
2025-05-26,370576.79,246536.79,124040.0,1
2025-05-27,372557.01,248081.01,124476.0,1
2025-05-28,376606.59,567.15,376039.44,3
2025-05-29,381649.52,567.73,381081.79,3
2025-05-30,369246.98,119609.1,249637.88,2
2025-06-03,364707.9,2723.74,361984.16,3
2025-06-04,376810.72,2473.17,374337.55,3
2025-06-05,383317.05,1337.49,381979.56,3
2025-06-06,378340.46,2718.73,375621.74,3
2025-06-09,383658.91,515.51,383143.4,3
2025-06-10,385143.87,616.82,384527.06,3
2025-06-11,387202.32,1603.22,385599.1,3
2025-06-12,403253.77,2491.3,400762.47,3
2025-06-13,401124.93,2491.3,398633.63,3
2025-06-16,419298.43,294.67,419003.76,3
2025-06-17,414606.67,704.9,413901.78,3
2025-06-18,427357.12,210.04,427147.07,3
2025-06-19,425229.16,146557.4,278671.76,2
2025-06-20,414888.2,8218.06,406670.14,3
2025-06-23,415071.15,6601.46,408469.69,3
2025-06-24,417891.24,979.9,416911.34,3
2025-06-25,426571.51,132.96,426438.55,3
2025-06-26,422342.08,132.96,422209.11,3
2025-06-27,427017.61,132.96,426884.65,3
2025-06-30,434858.26,132.96,434725.3,3
2025-07-01,431477.5,902.29,430575.2,3
2025-07-02,425129.4,139825.4,285304.0,2
2025-07-03,445062.77,213.77,444849.0,3
2025-07-04,454275.94,817.94,453458.0,3
2025-07-07,470724.95,928.7,469796.25,3
2025-07-08,480789.03,273.42,480515.62,3
2025-07-09,482659.74,57.29,482602.45,3
2025-07-10,468571.5,166238.37,302333.13,2
2025-07-11,471901.45,2950.68,468950.77,3
2025-07-14,465128.9,661.93,464466.97,3
2025-07-15,461077.84,156881.84,304196.0,2
2025-07-16,456382.3,646.73,455735.57,3
2025-07-17,453100.76,5546.75,447554.01,3
2025-07-18,450001.35,5546.75,444454.6,3
2025-07-21,464095.27,311.97,463783.3,3
2025-07-22,469488.85,157073.25,312415.6,2
2025-07-23,467163.04,585.49,466577.55,3
2025-07-24,468028.14,1744.98,466283.16,3
2025-07-25,466000.94,572.52,465428.42,3
2025-07-28,476252.25,264.7,475987.55,3
2025-07-29,480957.14,6420.59,474536.55,3
2025-07-30,474066.36,409.31,473657.06,3
2025-07-31,473335.07,625.95,472709.12,3
2025-08-01,479252.24,111.95,479140.29,3
2025-08-04,509175.01,830.99,508344.02,3
2025-08-05,507062.28,355.17,506707.11,3
2025-08-06,505512.15,462.22,505049.93,3
2025-08-07,505955.65,690.24,505265.41,3
2025-08-08,493323.14,6763.02,486560.12,3
2025-08-11,522266.8,2410.75,519856.05,3
2025-08-12,515729.15,341879.15,173850.0,1
2025-08-13,517792.62,171746.62,346046.0,2
2025-08-14,512249.42,1445.02,510804.39,3
2025-08-15,521288.66,1612.3,519676.36,3
2025-08-18,537345.86,1612.3,535733.56,3
2025-08-19,524066.94,1612.14,522454.8,3
2025-08-20,525693.78,1612.14,524081.64,3
2025-08-21,518711.29,158374.67,360336.63,2
2025-08-22,539233.32,11674.34,527558.99,3
2025-08-25,556853.32,305.97,556547.35,3
2025-08-26,549380.1,474.46,548905.64,3
2025-08-27,546121.99,6070.54,540051.45,3
2025-08-28,564361.97,847.53,563514.44,3
2025-08-29,569408.9,72.96,569335.94,3
2025-09-01,566746.23,6595.47,560150.76,3
2025-09-02,566671.74,956.35,565715.38,3
2025-09-03,576257.63,6601.63,569656.0,3
2025-09-04,542255.32,180044.43,362210.9,2
2025-09-05,576144.61,2054.61,574090.0,3
2025-09-08,562048.71,692.71,561356.0,3
2025-09-09,574986.85,1572.85,573414.0,3
2025-09-10,577678.08,124.48,577553.6,3
2025-09-11,595031.62,1214.98,593816.64,3
2025-09-12,667489.29,33875.19,633614.1,3
2025-09-15,671472.69,3079.38,668393.31,3
2025-09-16,661873.38,2959.62,658913.77,3
2025-09-17,698543.39,7543.68,690999.71,3
2025-09-18,696325.5,15526.12,680799.38,3
2025-09-19,701736.54,6215.34,695521.2,3
2025-09-22,750457.64,951.53,749506.11,3
2025-09-23,857851.92,1757.85,856094.07,3
2025-09-24,901148.89,56917.69,844231.2,3
2025-09-25,912685.29,266.63,912418.67,3
2025-09-26,882460.11,340442.04,542018.07,2
2025-09-29,900082.86,564.79,899518.07,3
2025-09-30,910245.33,824.04,909421.29,3
2025-10-09,905060.7,11842.7,893218.0,3
2025-10-10,888662.91,614205.57,274457.34,1
2025-10-13,916505.05,76.05,916429.0,3
2025-10-14,877757.31,289988.77,587768.54,2
2025-10-15,932616.15,1071.37,931544.78,3
2025-10-16,916652.61,595.99,916056.62,3
2025-10-17,895898.72,611183.72,284715.0,1
2025-10-20,889920.93,2903.51,887017.41,3
2025-10-21,903029.7,900.7,902129.0,3
2025-10-22,891291.24,778.92,890512.32,3
2025-10-23,892482.45,299705.62,592776.82,2
2025-10-24,903019.52,776.02,902243.5,3
2025-10-27,949043.22,4105.45,944937.77,3
2025-10-28,957758.05,4430.05,953328.0,3
2025-10-29,974280.5,2918.14,971362.37,3
2025-10-30,980356.18,5957.82,974398.37,3
2025-10-31,953184.15,1416.61,951767.53,3
2025-11-03,962185.37,11664.37,950521.0,3
2025-11-04,936437.18,99.18,936338.0,3
2025-11-05,925088.61,3290.61,921798.0,3
2025-11-06,938842.86,4235.86,934607.0,3
2025-11-07,993227.1,11561.1,981666.0,3
2025-11-10,1027803.87,136.8,1027667.07,3
2025-11-11,1041978.63,411.09,1041567.54,3
2025-11-12,1071955.25,534.53,1071420.72,3
2025-11-13,1099731.16,416.95,1099314.21,3
2025-11-14,1077813.12,367842.38,709970.74,2
2025-11-17,1096832.09,1170.79,1095661.3,3
2025-11-18,1108171.65,276.65,1107895.0,3
2025-11-19,1089610.18,516.57,1089093.61,3
2025-11-20,1120786.63,1613.89,1119172.74,3
2025-11-21,1090571.4,1090571.4,0.0,0
2025-11-24,1170676.75,418.38,1170258.38,3
2025-11-25,1156969.04,342.04,1156627.0,3
2025-11-26,1165045.67,2027.67,1163018.0,3
2025-11-27,1142553.59,113.59,1142440.0,3
2025-11-28,1140868.04,6872.7,1133995.34,3
2025-12-01,1152614.44,2730.38,1149884.06,3
2025-12-02,1140188.82,365708.15,774480.66,2
2025-12-03,1149524.08,2007.64,1147516.44,3
2025-12-04,1162054.75,1485.38,1160569.37,3
2025-12-05,1185710.88,1930.12,1183780.76,3
2025-12-08,1164772.17,4388.17,1160384.0,3
2025-12-09,1159473.76,1074.76,1158399.0,3
2025-12-10,1172427.27,2112.23,1170315.04,3
2025-12-11,1161062.26,969.86,1160092.4,3
2025-12-12,1166491.82,1941.84,1164549.98,3
2025-12-15,1120396.13,378.21,1120017.92,3
2025-12-16,1101844.41,342.94,1101501.47,3
2025-12-17,1142476.74,912.88,1141563.86,3
2025-12-18,1138258.1,6297.18,1131960.92,3
2025-12-19,1167416.73,175.94,1167240.8,3
2025-12-22,1164202.46,501.08,1163701.38,3
2025-12-23,1159207.38,501.08,1158706.3,3
2025-12-24,1150960.83,2605.5,1148355.34,3
2025-12-25,1160167.99,313.31,1159854.68,3
2025-12-26,1172234.8,889.89,1171344.91,3
2025-12-29,1176457.65,129.7,1176327.95,3
2025-12-30,1191568.42,2899.42,1188669.0,3
2025-12-31,1160980.81,637.29,1160343.52,3
2026-01-05,1198219.18,8481.9,1189737.27,3
2026-01-06,1207335.63,14852.98,1192482.65,3
2026-01-07,1239001.07,4840.32,1234160.75,3
2026-01-08,1231949.11,6493.11,1225456.0,3
2026-01-09,1294636.09,1519.6,1293116.5,3
2026-01-12,1320361.51,78.58,1320282.92,3
2026-01-13,1312522.35,1601.82,1310920.53,3
2026-01-14,1327017.3,1425.71,1325591.59,3
2026-01-15,1374710.17,5129.99,1369580.18,3
2026-01-16,1399322.96,1012.96,1398310.0,3
2026-01-19,1426844.87,1230.98,1425613.9,3
2026-01-20,1430570.71,723.13,1429847.58,3
2026-01-21,1402257.61,302.16,1401955.46,3
2026-01-22,1399191.34,6020.9,1393170.44,3
2026-01-23,1414920.01,33.78,1414886.24,3
2026-01-26,1460372.5,6928.18,1453444.32,3
2026-01-27,1446079.41,18515.66,1427563.76,3
2026-01-28,1466912.88,2332.88,1464580.0,3
2026-01-29,1483447.57,77.61,1483369.96,3
2026-01-30,1440401.9,1599.9,1438802.0,3
2026-02-02,1384610.2,466317.2,918293.0,2
2026-02-03,1434590.47,191.47,1434399.0,3
2026-02-04,1468617.99,1812.99,1466805.0,3
2026-02-05,1457098.51,10248.51,1446850.0,3
2026-02-06,1412710.15,840.15,1411870.0,3
2026-02-09,1454353.4,5162.82,1449190.58,3
2026-02-10,1527874.01,494.01,1527380.0,3
2026-02-11,1506530.81,2478.79,1504052.02,3
2026-02-12,1510260.67,17559.67,1492701.0,3
2026-02-13,1465353.8,4090.6,1461263.2,3
2026-02-24,1454523.48,157.48,1454366.0,3
2026-02-25,1533120.07,91.49,1533028.58,3
2026-02-26,1558034.21,7015.21,1551019.0,3
2026-02-27,1598413.68,668.68,1597745.0,3
2026-03-02,1621504.29,2024.39,1619479.9,3
2026-03-03,1553638.81,340.81,1553298.0,3
2026-03-04,1622859.65,2970.65,1619889.0,3
2026-03-05,1643216.13,17127.13,1626089.0,3
2026-03-06,1620300.97,2413.97,1617887.0,3
2026-03-09,1569123.95,6263.68,1562860.27,3
2026-03-10,1624205.39,467.39,1623738.0,3
2026-03-11,1633102.5,549.07,1632553.43,3
2026-03-12,1683034.28,1322.16,1681712.12,3
2026-03-13,1650007.63,2814.63,1647193.0,3
2026-03-16,1593402.35,5076.68,1588325.67,3
2026-03-17,1614230.25,1614230.25,0.0,0
2026-03-18,1634691.26,1305.26,1633386.0,3
2026-03-19,1653338.88,6509.88,1646829.0,3
2026-03-20,1742880.7,5255.7,1737625.0,3
2026-03-23,1667202.07,569049.56,1098152.51,2
2026-03-24,1743408.13,4038.13,1739370.0,3
2026-03-25,1707354.54,16304.54,1691050.0,3
2026-03-26,1685739.67,6699.67,1679040.0,3
2026-03-27,1765500.06,5434.06,1760066.0,3
2026-03-30,1894676.71,298.71,1894378.0,3
2026-03-31,1847016.88,1795.74,1845221.14,3
2026-04-01,1866506.79,1297.3,1865209.49,3
2026-04-02,1862234.76,858.76,1861376.0,3
2026-04-03,1911000.45,748.45,1910252.0,3
2026-04-07,1923761.91,4408.91,1919353.0,3
2026-04-08,1993790.58,3594.66,1990195.92,3
2026-04-09,2094119.65,8885.78,2085233.87,3
2026-04-10,2091192.25,1036.28,2090155.97,3
2026-04-13,2127922.88,1389.88,2126533.0,3
2026-04-14,2125244.48,1748.48,2123496.0,3
2026-04-15,2120708.61,689.99,2120018.61,3
2026-04-16,2213795.53,1279.53,2212516.0,3
2026-04-17,2257089.13,1640.13,2255449.0,3
2026-04-20,2286959.15,246.15,2286713.0,3
2026-04-21,2233107.37,592.79,2232514.58,3
2026-04-22,2263643.14,681.14,2262962.0,3
2026-04-23,2299964.83,743422.83,1556542.0,2
2026-04-24,2355735.95,2604.95,2353131.0,3
2026-04-27,2362889.42,1116.42,2361773.0,3
2026-04-28,2382026.09,7248.09,2374778.0,3
2026-04-29,2504712.8,2278.8,2502434.0,3
2026-04-30,2505639.91,1477.91,2504162.0,3
